#class tools::wcsv::ntuple
#title Let
#separator 44
#vector_separator 59
#column int i
#column int j
#column int k
#column double TotalLetD
#column double TotalLetT
#column int A
#column int Z
#column double IonLETD
#column double IonLETT
0,0,0,2.17158,0.917038,0,0,0.21862,0.192212
0,0,0,0,0,1,1,11.6934,4.61112
0,0,0,0,0,1,1,0.908817,0.905076
0,0,0,0,0,2,1,24.3254,13.6764
0,0,0,0,0,3,1,0,0
0,0,0,0,0,3,2,0,0
0,0,0,0,0,4,2,123.963,85.0575
0,0,0,0,0,6,2,0,0
0,0,0,0,0,6,3,0,0
0,0,0,0,0,7,3,377.085,322.611
0,0,0,0,0,8,3,0,0
0,0,0,0,0,7,4,0,0
0,0,0,0,0,8,4,0,0
0,0,0,0,0,9,4,258.406,218.326
0,0,0,0,0,10,4,339.817,279.853
0,0,0,0,0,10,5,606.688,549.325
0,0,0,0,0,11,5,483.651,377.606
0,0,0,0,0,12,5,0,0
0,0,0,0,0,11,6,0,0
0,0,0,0,0,12,6,435.994,324.793
0,0,0,0,0,13,6,508.968,375.908
0,0,0,0,0,14,6,0,0
0,0,0,0,0,15,6,0,0
0,0,0,0,0,13,7,0,0
0,0,0,0,0,14,7,410.086,316.76
0,0,0,0,0,15,7,547.339,455.955
0,0,0,0,0,16,7,0,0
0,0,0,0,0,15,8,0,0
0,0,0,0,0,16,8,412.85,303.591
0,0,0,0,0,17,8,119.005,113.835
0,0,0,0,0,18,8,259.602,227.656
0,0,0,0,0,17,9,0,0
0,0,0,0,0,19,9,0,0
0,0,0,0,0,20,9,0,0
0,0,0,0,0,20,10,0,0
0,0,0,0,0,22,10,0,0
0,0,0,0,0,23,10,0,0
0,0,0,0,0,22,11,0,0
0,0,0,0,0,23,11,325.872,284.358
0,0,0,0,0,24,11,0,0
0,0,0,0,0,24,12,407.45,383.675
0,0,0,0,0,25,12,0,0
0,0,0,0,0,26,12,0,0
0,0,0,0,0,27,13,0,0
0,0,0,0,0,28,13,0,0
0,0,0,0,0,28,14,0,0
0,0,0,0,0,29,14,0,0
0,0,0,0,0,30,14,0,0
0,0,0,0,0,31,14,0,0
0,0,0,0,0,30,15,0,0
0,0,0,0,0,31,15,818.584,373.483
0,0,0,0,0,32,15,0,0
